0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,class_id
650.5676079,555.389657,665.1486397,524.4970143,699.1660881,499.0140867,729.4283295,489.1041827,751.8812943,486.8251848,700.9915352,476.9311166,731.3682747,446.688416,749.6717834,424.0809667,763.2951164,404.9780166,705.4209137,483.8048351,738.5449791,449.6431053,763.3634949,425.1091969,785.0912476,404.6962881,708.8949394,501.9850945,758.1609535,494.015168,785.2145004,497.8965068,804.3724823,498.888495,712.0326233,527.2351849,750.2363205,530.6139636,768.6405945,535.2515244,782.5074005,537.0964873,N - n
1478.456268,470.8733261,1439.677963,455.2506387,1414.834099,421.8360543,1397.653885,391.9547117,1381.515083,372.656647,1452.381706,360.9527314,1437.247696,313.6314833,1428.628349,281.8805552,1423.065948,255.6279033,1477.23175,352.8959978,1469.34391,297.4891126,1463.664322,259.1724265,1460.299644,227.7283001,1500.994377,354.2196035,1498.054848,298.7357926,1494.724503,261.4576364,1492.977219,230.9955847,1523.378334,363.0717945,1523.559265,316.1980677,1522.287941,284.2252457,1520.702705,257.7459204,N - n
807.0138359,549.0803289,819.118309,518.9286518,853.7519073,493.8365328,883.3975983,484.4393921,904.2152596,484.6370173,855.1072311,470.9036458,880.8483124,435.2901757,897.8752327,412.7684391,909.4109344,393.9317036,860.2276039,478.568927,894.1446877,443.8859046,916.4269066,421.1012363,932.4843407,402.0273829,863.1744003,497.5484419,923.0183029,496.2596619,931.1659813,512.9133475,929.0762329,521.077584,866.7847252,523.7790298,914.1928482,534.1139245,922.8760529,546.08531,923.06036,552.3016834,N - n
785.8663559,571.2071371,755.8909607,533.6052489,759.9845695,488.367691,762.0329475,461.1469817,761.5597343,434.3874729,793.3172035,441.0709047,793.261528,383.5600197,790.6049538,341.1461198,790.4341507,307.4379301,797.3542786,440.5847597,795.1337242,374.6338642,793.8245773,328.1418371,794.6459198,286.9768059,799.3281555,441.6869867,799.8985863,376.9756901,799.0326118,331.4527345,798.7800407,292.4782848,800.0489616,444.1354144,801.1969185,393.8055646,800.3429031,358.4195566,799.0730667,327.5588107,N - n
982.3328018,842.2502375,1005.642128,785.507741,1070.905724,743.0926824,1134.844894,745.0906277,1179.182968,755.821352,1054.283867,714.8602867,1119.699898,639.9704576,1166.857338,593.9597797,1205.856628,558.1878233,1052.894554,740.4433465,1136.782837,676.5675473,1187.395821,623.8897562,1224.144516,580.3493285,1057.487297,790.5570316,1183.842316,791.7195439,1170.698318,809.4292688,1141.100922,812.1055126,1070.337524,849.2374778,1173.775864,858.5887527,1158.921547,861.7696166,1127.437706,854.5299697,N - n
1175.814857,889.2278624,1189.364433,809.0812683,1257.870026,756.9656467,1332.550735,756.0340405,1384.186592,769.2882514,1247.587624,735.1148057,1323.091164,659.0221667,1375.049973,612.2587752,1419.377518,579.5155692,1257.933655,775.1107264,1362.629242,704.7641516,1428.859749,652.912395,1479.438972,613.8270307,1272.708893,828.0955124,1407.598,810.5630064,1384.195518,825.0884557,1346.471329,831.9985771,1290.756569,885.4628134,1392.595253,867.2124839,1370.978737,871.7261267,1334.575424,868.832109,N - n
343.8918686,536.1762106,376.5489578,509.4988096,409.8082352,489.2962074,433.0056953,473.9944196,436.0878181,456.9652462,397.8775692,461.9101238,427.0320511,426.153295,442.343502,398.7853003,454.4161892,374.0508056,391.7639351,472.07546,422.1133518,440.1063716,446.5277195,412.2723806,468.3045673,389.8410559,386.0964489,495.8797967,434.0167809,499.8162389,461.6925144,504.2747462,482.705555,505.6521034,382.7279377,526.4103091,420.1484013,534.0094149,438.0805206,539.5014632,453.1749344,540.7559967,N - n
1201.410713,544.446373,1214.011116,506.653651,1253.40889,478.6216807,1288.163681,466.5694427,1313.063393,461.279397,1252.683105,453.5467494,1277.761002,409.4996417,1288.411217,378.6461055,1292.139473,352.9100311,1261.903381,464.9420285,1295.106354,423.0503225,1316.815224,391.2399781,1329.872246,365.831176,1269.932098,487.8121197,1331.936417,484.8214459,1340.982857,503.69555,1337.573776,515.4840517,1279.87587,516.4418578,1330.106506,518.1080246,1334.806824,531.6626966,1330.559692,540.3442669,N - n
1016.019859,854.3637586,1035.209885,794.0019536,1096.554909,745.7751703,1157.162018,738.5240006,1199.996796,739.6955895,1088.147507,722.0264196,1154.579544,647.7566957,1204.485397,604.8851681,1245.16983,571.2390018,1091.34304,749.7635937,1176.845055,678.8474464,1227.914314,628.7864828,1268.86116,585.0401258,1099.905052,799.1732311,1222.511559,794.8138905,1210.595512,818.0735993,1184.203606,826.6752505,1114.783287,858.1673026,1215.433044,858.1326056,1200.939217,866.3845825,1169.356041,862.6054358,N - n
1260.671196,575.2639246,1272.583237,533.0429184,1310.855598,508.1195533,1346.67263,505.9047675,1369.403343,512.308917,1314.627686,488.3366632,1341.564217,440.7666779,1352.783546,412.6997852,1356.86142,389.4445825,1327.540054,501.1412609,1369.146423,453.4070921,1394.523239,421.9514751,1410.434647,395.7870948,1335.264702,525.4515052,1400.283966,525.641309,1398.419838,550.7228065,1387.120628,564.0921164,1343.108482,556.0798645,1394.104614,564.065659,1388.614082,580.3397369,1373.999634,587.1313477,N - n
1133.946991,856.871345,1148.486023,788.8440657,1215.997238,737.3803496,1283.467827,730.0975728,1330.784683,740.971849,1209.125862,715.6017351,1284.2379,638.6490726,1339.603043,591.4566994,1384.160843,558.7338352,1216.503868,748.9007378,1315.972366,676.495707,1377.708092,623.8533854,1424.564438,580.9076357,1226.615067,799.3579173,1361.892242,789.7707152,1342.748909,808.1457996,1305.727158,814.2812562,1240.911942,857.5826025,1347.591705,853.3655262,1328.252335,856.9721532,1289.792862,850.8413959,N - n
764.6928406,896.0157394,795.1740646,846.5633583,841.1619759,833.0518484,879.244194,846.6561198,903.2592773,869.0035987,849.7444725,826.6158342,899.0496254,792.7040648,928.0230331,771.9638515,952.2956657,754.1237068,859.6899605,859.3496418,918.2001114,826.2409902,948.4977722,802.3675489,970.1272202,780.1613688,862.9404831,894.7712803,927.3722649,895.5495501,926.614666,894.7109628,912.9600906,892.2371721,862.1089554,924.610877,910.8231926,918.6670589,906.3697815,909.6169209,893.5133171,905.4474163,N - n
1126.639023,556.0078955,1143.509903,516.5041065,1183.586655,492.0387554,1217.236977,483.7959194,1236.614914,481.4898205,1183.70224,470.3356504,1217.848091,429.7397411,1239.212379,401.0320795,1254.481201,375.3794003,1190.858231,482.4440217,1229.067192,443.491652,1256.34716,415.4241157,1275.462914,391.9337904,1196.671829,507.5346601,1258.597641,514.4071555,1267.06604,536.4980114,1263.315811,549.954772,1203.805046,538.7718272,1254.001007,547.2124171,1255.392723,561.5930915,1248.414116,570.441227,N - n
1062.788315,540.4803514,1078.830643,502.9349828,1121.802406,482.3380315,1155.903397,481.6146076,1173.189354,486.1220706,1124.918747,461.7997885,1163.829575,422.2700894,1191.84082,399.5120716,1213.85685,379.1530752,1132.007446,475.4117846,1175.194588,438.748455,1201.945267,414.4890332,1220.48687,393.2849157,1134.6912,501.7621386,1197.740364,513.0435097,1196.664162,535.8694732,1186.52504,548.1815529,1136.903572,534.1894019,1185.98259,552.2287488,1184.61628,568.702898,1175.475655,577.2509909,N - n
860.3400421,879.1450524,884.1553688,818.4156775,950.1025772,771.8464351,1015.993652,771.9196272,1061.952782,778.448596,934.2372894,746.775012,1004.522095,674.8062372,1050.379944,629.8718119,1088.965874,595.4970074,931.1441803,774.0061498,1016.124344,706.3893771,1066.564407,656.904037,1108.390617,617.7162552,937.4394608,821.7886305,1069.224358,817.7685356,1060.076981,835.5019498,1029.538193,842.5943756,952.7588081,878.2131243,1063.488808,881.4918995,1049.795265,884.0808535,1014.380035,877.2194624,N - n
812.2766304,838.5176325,831.8169022,778.0167818,887.0856857,733.7154007,944.8627281,727.1745872,980.7198715,726.8309641,874.4205093,707.2085238,938.1939697,630.7689786,981.9324875,586.0343027,1018.185654,548.7447524,871.6557884,731.2812638,951.0722351,661.7691565,1000.046539,609.380722,1034.329834,566.7527175,875.8787155,780.4937267,1000.317192,782.4963069,995.112648,805.0002122,969.0901566,811.6942978,891.335392,836.2210608,995.1338196,843.8035583,982.9457474,851.9200301,951.9783211,846.3103724,N - n
228.446846,543.7176704,251.4031792,513.988055,292.6468277,493.9152932,327.6365089,487.9121232,351.0503197,488.3256233,287.8413105,460.9675097,318.9083004,425.780865,337.0508194,399.5794058,350.1427746,378.1503046,286.7757511,468.6952651,324.6445656,433.4413826,351.9902229,405.4536366,371.8126488,384.1348386,283.371048,490.555923,343.439455,493.9117849,359.7266865,507.2956431,362.6584339,514.3671799,280.9797764,520.2877915,332.1954918,530.8424234,347.043972,541.3647079,351.4813042,544.9945736,N - n
773.6263275,535.8312035,789.9378777,503.7344313,825.3055573,482.2551513,855.8407402,474.4716489,870.333252,472.2240651,824.6770477,461.4264572,856.4539719,416.2805021,880.7047462,387.6480281,898.1727219,362.6329637,828.447876,470.5981958,865.2698708,434.6027362,889.3647766,404.501431,905.6525803,379.6760738,830.2883148,493.1154585,891.1792946,497.1215522,898.3431816,514.9634993,894.9418831,524.0520036,834.551754,521.7941523,882.8429604,533.2340097,888.6250305,545.6188631,886.4098549,549.9863148,N - n
357.9104805,548.1343675,376.857233,517.5806808,410.1513004,495.3888881,438.1622601,486.8606865,454.3678951,483.7417817,410.7098866,472.2095811,441.7361069,435.5614436,462.8850746,408.1916785,480.3018951,384.9836934,409.6089077,480.7448316,440.9750175,446.3581502,465.2946281,417.9892516,486.1244774,395.3576624,407.6932526,502.5677025,459.4031239,499.4499564,486.7372513,503.4114075,505.2512741,504.004122,406.3185883,531.5418041,447.6764488,538.7415397,464.3397045,544.7577453,476.2088585,546.121037,N - n
788.5273361,545.7990432,804.3151474,514.1324759,841.7824173,491.2778986,874.3790245,484.3189824,898.1722069,484.6962404,845.2409363,467.69243,881.5272331,424.0232241,906.0690308,397.5971353,924.7723961,373.5429668,848.5301971,474.8219025,892.2986984,435.0665116,915.8899498,408.1746197,932.4940681,384.4751465,850.6284142,496.6655338,921.6121674,503.4436262,925.5091095,528.9691687,919.8648262,543.5353661,855.3145409,525.5616152,910.4449081,543.4212971,915.2134323,563.2201838,910.8476257,574.2037654,N - n
1426.457405,543.4259963,1437.780533,500.4190922,1478.133202,474.5123649,1511.565056,466.2987864,1524.318695,467.0131981,1476.52874,453.9287066,1515.304871,405.4664791,1543.725128,378.6742687,1566.174202,357.1873927,1487.33448,466.0769892,1532.057076,418.4755898,1560.272942,389.394275,1580.318413,366.7652285,1494.193954,490.5104756,1565.042496,491.1824012,1565.279045,517.9585183,1556.138191,534.9942577,1502.674828,521.0661578,1557.796555,531.0154259,1556.490555,550.1974583,1546.336441,561.0495901,N - n
567.5392342,531.5737653,601.7774391,501.5172958,636.3968468,478.7133479,661.4620972,466.7989326,669.9825096,457.6138043,618.2782745,444.8320913,642.147789,408.1471968,655.4625893,382.2014594,665.3529739,358.7095249,610.4546356,454.7362983,636.5654755,422.0422733,657.1300507,395.1341271,674.45858,372.9674399,603.6719513,477.6916516,652.2080612,482.4401593,676.8165779,489.2076623,692.604332,490.643084,600.1833916,508.0068362,640.9869003,518.3879507,657.5423813,523.4990072,669.6805573,523.0408001,N - n
1209.097137,888.082087,1229.302139,809.7873759,1300.255051,758.2044411,1376.536789,753.2045889,1432.391739,761.4259243,1290.051498,730.359056,1364.96315,653.2612324,1420.924759,603.6104536,1467.61837,566.277194,1288.157158,768.6024857,1392.817268,697.8927183,1460.734634,639.1690135,1512.061958,594.7191238,1296.148796,824.1739082,1444.921188,808.6909103,1424.510193,824.1577506,1383.06221,830.2554846,1315.013123,884.520843,1430.816574,875.2801609,1409.855347,879.5067644,1367.824173,872.9301596,N - n
304.9808121,884.8548746,334.5443916,843.7694407,382.4538517,834.5821238,422.3925018,850.1460385,442.8980255,865.2512956,382.32728,818.891716,426.6682434,789.7649217,451.7748356,770.8328819,471.4873123,754.0346146,385.2810001,844.4573951,434.0272808,815.2592754,462.4214172,793.5865545,483.3525467,775.7064342,384.785614,877.2326589,450.0528431,885.3224802,459.7545719,889.796598,455.286541,889.471128,382.0943642,911.3829303,436.4312553,914.4426441,444.425869,912.2661281,443.200922,908.0435157,N - n
960.0945282,888.6718082,989.4651031,839.2120242,1035.80246,829.599781,1071.011124,843.6488056,1093.59169,861.6092634,1048.787842,821.1981368,1098.896599,785.6912041,1130.165863,763.4034634,1155.058136,746.9560289,1058.735275,850.2911353,1118.787117,817.1907878,1153.774567,792.9813194,1177.67704,771.690073,1061.752167,884.3005586,1127.148514,889.5892525,1135.149422,891.5888071,1129.633484,889.4606352,1057.909698,915.7179379,1108.784637,918.1641126,1110.355682,911.6815567,1104.179764,905.3320599,N - n
712.7996063,900.1681852,739.0094376,855.1429296,782.085743,841.0521269,816.6448975,850.3841543,839.6061516,866.3859987,792.291069,830.7890081,834.6743774,794.1076541,860.9828568,771.8830633,882.5601768,755.1910114,800.1702118,857.0306039,848.705349,822.4920988,877.4441528,798.9789534,898.0189133,779.8476791,802.7021599,890.8711123,863.7772751,892.9085183,876.8111801,896.003058,875.8572006,895.9354663,799.5679665,923.7475061,850.4620743,923.7707448,859.6498489,918.830502,861.0173035,913.9202571,N - n
957.4373245,864.1101551,983.503418,801.8263006,1045.031433,757.9486227,1105.627899,756.3401985,1145.263824,762.1698833,1028.999634,731.836288,1094.425964,653.176775,1140.436249,610.1575756,1179.947777,576.3850451,1023.477974,758.3255911,1105.581894,685.6615877,1154.716873,634.8375463,1192.12944,594.2520332,1026.668243,809.3227315,1158.799896,808.8582802,1152.78717,829.7341919,1124.588127,836.745379,1041.626015,868.7074828,1153.379173,872.3845983,1141.244431,878.7775469,1107.033691,872.7743769,N - n
622.3079109,879.2404532,651.0364723,819.6588492,706.3474274,781.2902141,758.5062218,777.6567435,794.0301704,777.857523,689.3740082,758.0970669,745.8706856,693.0469108,786.1198425,653.109827,820.865078,621.3286757,679.449749,780.4274225,753.2496643,713.6320496,796.486187,665.6433821,829.4500351,629.7502112,678.7934303,827.0531845,799.9229622,830.3983283,799.8211098,847.1293259,774.3325424,851.1167836,690.4460335,879.7059989,792.0604706,886.0020018,785.6386757,891.9456267,755.6219101,882.4714637,N - n
666.9859886,614.4491315,725.8925056,583.4143853,753.0817223,552.5764918,768.8307381,530.5621433,779.6447754,511.422919,739.0575027,499.1408372,768.2514381,437.848649,782.9366684,393.0519819,792.0914841,355.0842297,723.042469,503.5709882,757.2752953,456.237992,775.9455299,422.1908784,790.1707077,393.6219406,710.235157,525.4904509,773.7708664,534.2827749,786.6749382,563.6409903,786.3463211,585.2454758,704.2383957,557.2689629,755.9672356,566.9778299,775.2005768,587.4048686,780.5449677,601.0108137,N - n
837.6112175,536.3902187,849.967289,504.0708125,880.7928085,476.2779236,909.1545296,463.8552833,930.4755592,459.9819589,883.3193207,457.404592,910.1443291,421.2983465,928.1739807,396.9618058,941.9375038,376.8658698,885.4258919,464.3010986,917.4558449,428.7422812,940.9043312,403.8358462,960.5137253,383.6220431,888.0644989,483.2502615,941.8508148,480.2986944,966.7085266,485.1463366,982.71492,486.1056876,891.4082336,509.6030939,935.5281258,516.8605399,952.1436882,525.296495,962.3819733,530.0859761,N - n
624.5694351,584.1533232,642.2643471,549.625504,683.8572693,529.5615292,720.2592087,527.1132302,744.8036957,530.0891304,685.2149391,504.4325566,726.5895081,470.8308077,754.3604279,448.7155867,775.1338577,429.1501164,689.6678352,517.9837525,730.9917641,482.6115203,759.5135307,457.2374475,780.8626556,435.3244865,692.5902557,543.1699204,750.4827118,547.0319152,763.7334251,560.9736943,767.1465683,566.5234208,695.7745171,575.2436471,739.6450996,583.0500984,737.2588348,588.4574318,729.6021652,588.5151744,N - n
230.4810333,552.7717352,273.2746983,543.6507225,308.6092186,522.2986114,328.9793587,500.5333865,344.0001869,485.2895343,299.1965103,454.9458969,328.0480385,410.9897804,348.9975929,378.270328,364.4224834,350.7606161,288.677702,455.6172109,325.1009274,413.6700153,352.1927834,379.7912693,372.2982502,351.990366,276.0483456,474.0109634,343.405323,485.6408501,353.5564613,515.8194673,351.5643883,532.9398894,270.1243401,503.1981719,328.8546467,518.3883369,343.4570503,541.0997486,345.3599739,551.9390059,N - n
893.2870102,541.0114288,874.3849754,521.8136573,866.0466385,498.9451432,860.2867699,482.7358568,856.810112,469.4151163,891.7930412,437.670722,878.7951279,397.6839423,865.7447433,375.237329,854.492054,354.716531,900.898819,433.6927915,898.152523,378.7763965,894.6798706,342.7744031,892.8508186,313.0291772,911.4923859,440.111779,917.0567894,387.8558242,917.8700066,355.3057051,917.9693985,327.6686954,922.4248123,454.3076062,929.1594315,416.734364,931.7417336,390.4141688,934.3472099,367.081461,N - n
1338.205376,895.4636765,1368.082123,843.8374186,1409.12075,827.8416896,1445.388794,833.4104061,1467.930565,846.6131186,1429.460793,828.765893,1486.671066,796.2962079,1522.746735,776.0133648,1550.498772,762.6947808,1439.153023,859.2355084,1509.178162,827.8236651,1546.667061,805.9660649,1572.32254,787.2421432,1443.572731,894.3982387,1514.580231,898.0194783,1514.6101,895.7310176,1503.122063,892.621994,1440.440712,925.8217335,1493.766975,928.3747029,1488.036919,920.1395917,1475.340157,914.7469997,N - n
784.7824287,532.8522778,796.5502167,498.7670875,839.019928,477.1925998,872.7634621,475.5745196,892.262764,480.6896639,843.5242081,452.9168272,879.5438004,413.0024672,904.3873787,387.5518227,922.1785355,364.1243577,853.1862259,464.7492635,894.8328209,426.9717014,919.756279,400.3478265,933.474369,377.9049468,858.4440994,488.5648334,922.4485016,491.6105783,923.9258194,517.9245615,916.6980743,533.0666399,863.7493515,519.7649217,912.7077484,533.8410151,908.3468056,552.2634459,896.5121841,562.2364354,N - n
1399.040909,466.1717463,1362.926674,450.0465953,1346.68499,416.0602176,1340.276184,384.5660734,1331.600533,362.0615244,1378.409271,353.8997018,1360.684319,313.24193,1341.948624,288.3092308,1324.481621,271.7193711,1400.085297,343.7390649,1388.46302,294.2391443,1370.735321,263.6384654,1352.203102,242.1100044,1421.419601,343.8696456,1419.125862,292.132827,1409.272041,256.8227148,1399.003143,228.6774641,1440.629311,352.5176132,1440.91507,308.3065152,1436.801376,277.0927155,1430.66082,251.3414812,N - n
1003.496017,819.6856284,974.2158508,792.3962975,963.1900406,752.3562169,961.3615036,720.5563331,958.3450699,691.437521,993.7607574,713.4522557,988.1700897,668.1810951,978.9299011,640.6707716,968.6852646,616.1253405,1008.793831,716.1863065,1013.196716,668.6159348,1010.896568,635.0171471,1008.717613,605.439291,1022.647591,727.9565263,1031.974983,684.2655301,1036.218567,654.2623615,1039.591141,627.3031998,1034.275475,747.1011257,1045.392838,715.5297661,1052.082481,692.7693343,1058.202438,671.4843321,N - n
1045.070915,899.4639444,1070.413513,855.4064083,1115.438232,843.5917711,1150.298424,856.0078454,1170.394249,872.6105475,1127.819366,835.3177786,1178.810005,806.2009621,1210.2911,789.0237951,1234.708443,776.6107464,1137.231903,866.2612438,1194.167404,838.148067,1228.824463,818.8828325,1254.61956,802.4083614,1139.384079,900.4155064,1201.923409,905.4170966,1218.300362,906.30229,1221.479759,903.1527758,1135.37178,931.0562897,1183.276978,934.7794962,1191.161728,929.8068738,1189.566879,923.7130022,N - n
970.4687119,765.9575272,981.501503,722.2013855,1022.361488,700.4110551,1060.700226,700.6128001,1082.729187,709.1192436,1030.784569,681.3542604,1074.945831,635.9132838,1102.94426,607.5755095,1124.223289,584.2317295,1041.573944,700.8538771,1093.895187,654.4025016,1122.43515,623.2633424,1144.184189,596.70928,1047.416382,729.8980165,1118.508568,721.6005921,1106.930695,735.3468704,1089.062347,740.9285259,1051.781845,764.8335099,1107.579346,765.4053354,1095.851669,768.1643629,1076.335831,764.2235756,N - n
320.756321,535.1444721,346.476202,515.2103698,382.7528572,494.3485558,411.0504341,482.8870368,427.2702599,477.8152478,382.8676987,457.259109,411.9006157,425.9220672,431.3982868,400.9008873,445.31353,379.9813628,381.7286968,463.1397772,414.645052,432.4362946,440.39217,407.6636267,461.8439484,388.0365193,379.06497,482.2609448,430.097065,482.7761221,454.6534538,492.2954106,472.1165085,496.8442333,377.8350449,509.9902654,421.04496,523.4495044,438.707056,533.6941481,450.9669399,537.8063607,N - n
