0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,class_id
1537.994614,561.2956882,1471.271896,529.8572588,1440.208969,479.0618312,1426.008568,427.2697163,1402.018776,397.4190152,1508.062248,429.0293849,1500.645905,352.7847934,1498.566055,310.0454879,1497.674561,278.953836,1553.134003,430.2114987,1547.191086,351.7162979,1542.044678,307.4405694,1540.103073,277.495594,1589.485474,442.4926794,1597.972984,368.1071806,1601.808929,325.0590777,1606.513824,294.3794453,1618.612061,460.2646208,1642.845154,408.7070167,1656.834641,377.7732074,1668.428764,350.6349277,Five - 5
610.6023216,508.185246,564.5794487,472.0535731,543.7080574,422.3165023,530.1089859,380.6424415,506.3731956,359.383285,585.4926109,377.7691197,590.4123688,310.5902767,600.9046555,271.7157984,611.837368,244.3493646,620.5052376,381.5959346,638.1446457,309.9590027,652.0098495,268.9982754,665.0617218,240.9844422,654.5223427,395.6367517,683.8301468,326.2913382,703.0702972,285.5158925,719.5167732,256.1936617,684.1767311,416.5982795,715.7690048,366.5679252,736.3625336,336.1869192,754.610939,309.7267127,Five - 5
764.8723412,793.5230827,719.3055153,749.2996573,702.2371101,694.867444,690.0240326,649.3485117,667.2946358,625.8059478,755.8927917,676.5828681,770.7412148,602.8550363,782.5466537,559.7883296,792.7566147,528.3490312,795.2401543,686.911068,821.882515,609.4444513,837.8296852,563.9107132,850.8120918,531.1778712,828.4753418,704.7965956,866.8046379,640.5742764,889.0797043,601.0191178,906.4146423,570.7169366,853.1267166,726.6858029,897.1505356,688.3323598,924.5649147,666.3162732,946.1501884,646.1786556,Five - 5
1350.66021,947.7990675,1220.364304,838.4187555,1148.971367,696.6100216,1096.613159,575.0392628,1018.769073,510.43769,1303.527145,598.6075759,1319.764481,389.3642128,1336.551819,268.2768309,1355.277328,179.6631253,1413.805161,615.1422358,1461.128311,396.3557339,1487.90554,266.4255917,1511.032219,176.8242109,1505.917053,652.2707891,1580.495796,459.3674219,1617.458382,338.8473272,1641.920586,249.1691494,1573.862915,702.4130559,1645.648727,569.0488386,1684.660263,491.6221333,1711.616478,427.2072744,Five - 5
1428.624458,1003.917146,1303.08403,912.1485186,1249.048347,778.9465213,1214.452972,661.4011359,1151.480942,588.703208,1420.189476,698.3586502,1464.27681,512.6676679,1491.542358,399.4915366,1514.772606,315.1210749,1527.480927,723.4737825,1586.290283,529.9643433,1618.33992,411.772846,1644.776344,324.1447234,1604.716301,764.581039,1681.973877,599.0381026,1721.780319,489.0906322,1749.116364,404.1601253,1650.610085,810.2456474,1717.870445,700.0659513,1753.338661,630.1941276,1777.716522,568.7200856,Five - 5
393.434,468.2642233,348.4697628,431.5069413,329.2385674,384.6789193,317.191515,343.9830065,294.5377922,321.0470295,372.1038723,332.1794415,376.3591862,266.875366,388.2661343,229.4777334,401.6521454,204.310829,405.7245255,334.8626375,427.0611477,262.7346683,443.3073807,223.4377259,457.5456047,197.9346496,440.5335617,347.4698675,471.9166088,278.6643505,491.7232704,239.7074425,507.3538971,211.7735767,473.3020592,367.1817541,508.0084419,314.2274487,529.2593765,283.4838939,546.9935417,256.3474488,Five - 5
594.4769669,517.7045989,545.249176,481.4934897,521.5904617,428.9685845,507.5679588,383.8991368,483.5786819,361.226542,569.2238045,384.4771743,571.9512749,316.9369411,581.0720444,278.8045871,591.0935211,251.2304056,607.190094,387.662158,620.3220749,316.9888258,631.5206909,277.9945171,642.5803185,251.1244798,642.9450417,401.4856839,671.6339493,333.6342072,689.2895508,292.455529,704.7313499,261.4668739,672.985611,422.1981204,706.3059425,373.5884142,727.1695518,341.651963,745.9500504,313.1158876,Five - 5
1466.946831,970.5764294,1334.331093,882.5926781,1269.87133,751.9982386,1231.494827,630.5415487,1162.731514,561.8547034,1439.369888,663.7286067,1479.228058,472.2220051,1500.26619,358.2949626,1516.906357,273.6997104,1546.972961,682.1889853,1604.692841,487.0987058,1626.19297,366.9753742,1643.039703,279.7151756,1625.503693,719.2050147,1699.986649,550.2447724,1729.62101,440.3151655,1748.858757,356.0423255,1676.226082,764.1987276,1737.955627,650.3220892,1768.613777,576.2017107,1789.8032,508.9204502,Five - 5
1414.430351,484.9031353,1354.223671,457.6003504,1319.84539,415.0749886,1298.536377,370.3951907,1276.607437,342.7638459,1378.597984,361.0845673,1365.151062,292.9664898,1362.04937,255.9270126,1362.938805,229.7519624,1419.58992,359.4381309,1409.706802,286.6199541,1405.585556,249.6077389,1405.588531,226.1126661,1454.387741,370.1694989,1458.681564,302.1308899,1462.063293,264.3070436,1465.555458,238.969776,1482.252846,387.7154267,1502.541504,337.7595842,1514.189873,309.0813088,1522.965775,285.026561,Five - 5
434.1762543,921.8687797,345.4454041,825.3043628,297.0002747,685.505805,257.7427197,577.3849511,187.0909023,526.8512642,316.22509,609.9544787,281.5882874,412.4965596,280.8808136,288.0233181,288.0885315,193.7327814,380.1930714,636.596539,400.5862999,393.3641911,446.0343361,256.8793309,489.5888329,162.7097189,472.4679279,681.3095856,559.5300293,452.3694956,615.1031685,329.7197163,658.7820625,236.4126706,579.4898987,738.6840963,702.3053741,586.5350604,776.5906334,507.2027206,832.3184967,434.195416,Five - 5
614.6269798,903.9735961,570.6157494,852.2312737,558.4805489,786.7726707,553.68536,732.0800686,528.4947968,705.378592,612.4128342,769.1659427,618.9638901,691.441834,625.5450439,645.9622979,633.623085,611.1517525,657.0870781,776.2445283,670.3757286,695.7856607,679.566021,644.9900723,689.4358635,606.509428,692.9015923,790.7992029,721.8929672,722.4311972,740.1985359,677.9910278,754.6137428,642.9193854,717.8104019,809.0077543,748.7814331,762.4260879,766.7637634,732.5817275,781.9500732,705.6817889,Five - 5
709.6576309,525.9855437,665.8020401,492.8697467,641.8456078,445.2905881,624.9090958,405.6481075,599.923439,386.0082865,682.6120949,399.7735548,682.3711967,336.7032874,689.6516991,300.258472,698.9651299,272.3436928,718.3871841,402.534256,728.015213,335.3184307,737.167511,293.4384406,747.5544548,260.2671701,752.0503235,415.8905303,776.2149239,352.4767363,791.3611794,312.0850182,804.3786049,280.1098144,781.4661026,435.4260671,811.4512253,389.5665693,830.1329041,357.7383614,847.2312927,327.9263806,Five - 5
1111.385078,583.351171,1056.89827,549.6166205,1025.535049,498.0184937,1004.772034,453.8881516,977.717514,432.9673076,1074.083519,455.0802433,1071.276398,388.6773849,1072.993126,349.7736168,1075.804939,321.3707936,1114.11232,454.311887,1120.027313,384.069339,1122.503357,344.0244627,1125.674171,315.3669155,1151.167145,463.3721638,1171.423759,395.5156982,1181.046524,355.3710759,1188.58017,325.8021998,1182.437439,479.7842574,1213.619843,429.8599255,1231.503868,401.1612761,1246.112251,377.0697713,Five - 5
790.3788757,995.8972979,705.9744072,869.9668765,668.8100052,722.4533415,637.007103,611.3209891,579.0470123,555.4608536,741.0460854,668.5961723,753.2260895,482.0984352,777.714386,368.6903358,801.2642097,286.335361,820.6333923,698.5305262,883.5796165,495.7232094,933.5411453,379.4985008,970.9890747,297.9596794,906.7004013,745.3222418,1007.391357,562.9357839,1067.821999,453.0081725,1109.753723,368.8332438,987.7209091,803.7497663,1100.063324,682.7049351,1165.341797,613.6828351,1215.258865,550.3032231,Five - 5
503.6217499,938.2722473,397.4160004,836.4664507,339.4539642,698.0394888,294.9325562,585.4972386,219.7077942,533.1455612,379.564991,621.4254284,344.4268227,420.1450717,343.372879,295.3817976,347.3858643,198.594296,453.3346081,646.9991541,475.4815578,404.5150137,515.0369453,270.1587117,549.822979,173.7891519,549.7901344,688.8262939,635.0011253,463.5003948,684.225769,339.0553808,722.7729034,243.5354805,654.2516327,742.9574347,772.4296188,592.384057,838.2164383,511.0923958,888.4381485,432.2099268,Five - 5
1203.009682,534.155252,1144.771614,508.7353134,1111.999168,461.1431193,1091.382065,417.2967589,1065.403633,393.105669,1162.812653,409.9934471,1156.246834,345.0835919,1155.895157,306.0513353,1156.73687,279.1358507,1203.791199,406.9205046,1203.410912,336.66888,1203.120232,295.4644847,1204.315224,266.8574703,1239.943314,415.4835963,1255.025253,349.3364596,1262.512894,307.6425719,1268.393211,276.2963891,1269.140396,432.7274537,1295.598907,386.4025068,1309.920845,356.6820967,1320.428925,331.2137175,Five - 5
1228.628197,585.1317286,1165.140953,552.3196435,1134.327049,496.827786,1116.86142,447.4062395,1090.980263,420.9384692,1190.772285,444.8765731,1185.148773,374.8601031,1184.240341,333.2777417,1184.750977,301.4113605,1234.433441,443.6125445,1235.436401,370.8147418,1235.822067,326.4427757,1237.791939,293.4385371,1272.631302,453.8861561,1289.256134,383.6015725,1299.379578,339.6435249,1307.987823,306.0127115,1303.225479,472.1090305,1333.973465,420.4498458,1352.128258,388.8551188,1366.913223,362.1065211,Five - 5
1407.718277,488.8430536,1349.300995,460.8968925,1319.99794,416.7087758,1303.448296,373.0898452,1283.281746,347.0444906,1379.558716,370.2018142,1372.686081,304.3267179,1370.393829,268.4226519,1370.161057,242.8913802,1418.539352,370.9332848,1413.09082,303.3960128,1408.42701,265.4397672,1407.346802,240.4296434,1450.578575,383.1238604,1458.394432,319.2836916,1460.865097,281.3787353,1463.829002,255.4653454,1475.878944,400.5892253,1497.065735,354.4849813,1507.992554,327.0714748,1516.715355,304.0235209,Five - 5
1107.573395,523.5559773,1053.918228,487.9182065,1024.7826,431.1942816,1008.892822,382.7252626,983.5610962,359.5371687,1075.109825,385.3429914,1072.440262,320.8186662,1075.221748,281.1959803,1078.909836,251.1116856,1114.646988,384.1594613,1122.380104,312.4869955,1129.132004,271.0556531,1136.613007,240.9227729,1153.811302,395.3552163,1177.387733,324.3764663,1191.077385,280.1039243,1203.68248,246.1296326,1190.162888,415.5573678,1225.048828,365.8331072,1245.093498,332.5256395,1263.294525,302.5590992,Five - 5
957.8447914,538.5277891,905.4388618,502.6733708,881.1235428,448.5477984,868.6931992,402.5782549,845.2963257,378.8642335,928.4474373,404.9688113,932.0236588,341.1930156,940.1187515,302.284162,948.8285637,273.6109722,967.7888489,408.0594242,980.5458069,341.6659963,992.0727539,301.7456496,1003.475761,271.5828359,1004.786682,421.8161631,1031.937103,356.9045377,1049.265633,314.7002041,1063.860054,281.2395608,1037.454987,442.6527429,1073.855095,395.8572292,1095.677719,363.2753098,1114.757195,332.9308033,Five - 5
1107.0187,535.1157618,1047.759247,502.1460915,1015.135345,448.2159555,995.5624008,400.9656787,968.6915588,375.8701158,1062.261314,401.816175,1056.123276,337.3195302,1058.666725,298.0814409,1063.51593,268.9097142,1103.687897,399.9488747,1106.106491,330.3279448,1110.510521,288.8727522,1117.115021,258.8360775,1141.780014,409.0123701,1157.164421,342.8663921,1167.013206,300.9317493,1176.38649,269.2478818,1175.180855,425.55498,1202.953949,375.9012401,1219.851379,345.1309383,1234.553261,318.6101568,Five - 5
737.7423477,968.3573627,620.9848022,868.4042215,547.8872681,731.5948892,487.8277588,625.1866794,416.090641,575.9500122,630.2088547,660.4824042,609.0335655,456.2301707,608.678627,335.2458179,613.0456924,244.8422849,720.969429,671.8373537,747.6640892,447.2550917,777.9321671,320.7817805,803.4910011,231.345613,817.5814247,703.7213087,884.395752,498.6553359,926.8203735,380.5798709,957.4887657,290.5598402,907.4886703,750.502789,995.4620361,606.5598321,1049.698334,527.2059596,1089.577332,453.3931231,Five - 5
1306.897316,930.5265641,1260.801544,884.8913097,1239.977074,826.4259338,1223.803024,774.1248536,1197.49649,745.8080649,1304.230042,805.066967,1294.743919,728.453486,1290.576439,684.118824,1289.128532,649.0453148,1346.23867,806.9590831,1340.642166,725.1357651,1338.55545,677.5157619,1340.685425,641.4630747,1377.896805,818.3475709,1394.428825,744.7782254,1406.440201,699.1322207,1416.40686,664.3934512,1397.936783,833.2911229,1421.114731,781.0090327,1435.905533,750.1577497,1449.681816,724.5464301,Five - 5
724.9575233,945.4123092,675.7843208,895.787344,665.8898163,830.3443837,662.9338074,770.6592035,638.1249046,739.084239,737.4770164,809.0248775,740.1278687,728.7616396,742.4248695,682.7414989,747.7994728,646.0358763,780.4395103,814.9181628,786.482563,729.6230793,790.8655357,681.587677,798.6523247,645.7018447,809.1485023,831.1063671,837.4332619,758.6059999,859.4943237,715.2769732,876.4318657,682.4525928,824.4934273,850.588088,861.1853027,810.2128172,884.261055,784.1907978,902.9316902,760.6147599,Five - 5
591.0492897,913.4908891,547.2694016,867.0643616,535.7492065,808.164854,530.5570221,755.5463505,509.706974,724.2635107,596.4953613,783.860178,596.5282631,702.4806476,599.2751884,659.7527361,603.3084297,628.6552262,637.3821831,789.8862004,644.3731499,702.2263741,649.8322678,657.2164392,656.8437767,625.683639,669.9620247,804.2581844,697.7442169,729.166739,716.2547493,686.0618591,731.0718727,653.7838125,691.6719818,822.0427108,722.8721237,769.7301078,741.2071037,740.1901674,756.8144989,715.7290649,Five - 5
1157.322121,957.5922632,1026.37413,858.4229922,953.1483078,727.140727,890.8188629,618.83744,811.3562393,564.1122007,1075.393066,636.6030407,1075.607185,429.9211121,1083.606491,305.3805363,1096.734467,214.0206778,1187.645874,647.8623319,1223.690643,425.4315126,1242.006569,293.3948922,1258.575668,199.6850646,1283.32798,680.1383829,1343.738708,479.7664261,1375.386658,357.0638609,1397.215347,265.2925944,1353.38871,724.6118331,1413.942947,584.0304995,1448.071747,499.7532821,1471.472397,427.0088124,Five - 5
975.0637436,832.5021672,855.2267647,760.2522755,775.8897972,648.941803,714.0668106,555.3380299,642.1575737,516.0142922,854.2261505,551.2117195,817.0833206,373.3832896,803.4464836,266.549027,798.6660004,185.480386,939.542942,549.2375922,930.368557,353.3027387,928.2451057,233.1130707,931.7242813,145.8910131,1029.567604,569.381969,1056.897354,379.3325794,1070.158653,262.2330737,1080.868607,171.8868327,1110.453644,607.6584864,1170.137901,466.8676829,1208.497467,385.6828165,1239.425011,312.901783,Five - 5
478.3872128,586.3951778,466.9218063,534.713881,467.7218056,482.1713376,467.6561165,445.0664091,450.4286385,423.3820689,478.8690662,442.6664543,501.4753532,373.130722,518.4368134,331.6726971,530.6151009,301.0574055,495.5181313,453.4003329,538.5626221,376.2846136,570.7081604,335.0647688,595.4542923,307.5624919,520.0087738,472.8118229,567.3589897,398.9561462,597.9761696,358.4978664,622.3783493,327.6678264,550.0871086,499.4570374,597.7039146,451.5869129,625.177803,425.1511681,647.9966354,401.5000391,Five - 5
628.7944794,505.4730821,584.3201065,466.4007854,561.4262581,411.7962134,546.5883636,366.5791583,521.8083,341.8854439,608.6722183,367.5617158,613.46632,299.7121704,624.128952,262.0666051,634.9682236,233.8378948,645.9567261,371.2593019,663.9269829,303.1945896,678.8362885,265.469234,693.2902336,238.8484812,680.9347916,386.7021632,710.4718781,321.235224,728.2252693,281.8413198,743.5969162,252.2501063,712.4672699,409.1936445,748.7319946,362.413677,770.5972481,332.4823809,790.341568,305.4440081,Five - 5
779.1344833,482.8746128,725.858345,454.7277045,695.802269,408.5600531,678.0322838,366.8811643,652.677784,347.1600401,742.9388237,352.9083574,736.5217209,286.6549408,737.3111343,247.5441009,740.7020187,219.4318897,780.93647,352.1335316,781.0850716,278.9207482,783.1462669,236.7222244,788.6496735,206.4389205,817.5661469,362.6847196,831.1427879,290.6112742,839.2887497,249.0652192,847.7059364,218.5393739,849.9050331,381.3139808,872.9596138,330.369401,887.3860359,299.9908412,900.3727341,273.3941317,Five - 5
702.8339767,517.937243,653.2605171,484.7592616,628.0988503,433.871845,613.1196213,389.7521567,588.395977,367.6591122,674.3687439,385.611974,676.401329,319.1506004,684.0229225,282.3842096,693.1485558,255.5090225,711.8879128,387.6581669,724.3634605,319.5427608,734.0092278,280.9103251,743.4867668,253.4666598,746.8918991,400.3074968,772.6110649,335.3763986,785.0252151,295.9664977,794.6122169,266.3870966,777.4832153,419.1316473,809.0530014,372.8353786,826.9968796,341.1950111,842.5875664,312.0557284,Five - 5
620.1442337,691.4726043,589.291935,646.5852356,578.0919456,591.5367794,568.8755035,549.3438721,546.1302567,526.1584818,607.7044487,565.0308681,623.0577278,494.4130898,636.4085197,452.2567785,646.0013008,420.7538152,634.241581,578.9072442,668.22155,502.513082,694.2030144,460.2718306,714.1510391,431.0023212,666.2511635,599.9687433,710.9312439,530.455606,739.9312592,490.4836321,763.1231689,458.8401747,698.0001068,625.7099676,745.6371117,577.9475713,773.4898567,552.5251222,796.4416122,528.3115339,Five - 5
673.4174538,886.7627621,629.8064804,839.6521425,620.3768921,781.1034679,618.2644844,728.4650731,597.9131699,696.9971609,680.5040932,762.080791,686.2715721,684.4659233,690.9139252,642.2417951,696.9082832,609.5953417,720.8639145,771.0650754,731.715889,688.7553549,738.1017494,641.386857,746.3001251,605.002327,751.302166,788.103776,781.5962791,716.2001467,800.2199936,672.667315,814.8883438,639.1084385,771.0106659,806.9279909,802.1520996,755.9883356,820.9129715,726.2453628,837.2338486,700.749979,Five - 5
445.939064,483.7441635,396.3899231,446.9658637,373.833704,397.7830768,362.5974083,354.5743954,339.1734123,332.0909286,424.6472454,347.867403,427.9392242,282.4973774,437.3652935,246.1829174,446.8414879,220.8213651,462.1471596,351.5574253,475.6652641,280.4294586,487.204628,241.3991815,498.0443001,215.8624703,496.1020088,366.2287438,525.3992271,301.5458035,540.6671333,264.560625,551.934185,238.1827193,526.0102844,387.6395309,559.6742821,339.1306651,580.2920151,308.4876287,597.919178,281.1983943,Five - 5
918.1642342,566.3691831,863.8333511,531.1084127,832.4253273,476.3177383,811.6816521,429.8927879,783.1813431,406.6203976,878.3681488,428.7501991,873.6519241,360.5382979,874.4291496,319.2457438,876.5271378,288.6922824,918.054657,427.7829301,923.5391235,356.5876937,929.3273735,317.8480768,937.1427155,290.4636669,957.2003174,437.3988104,974.2417145,365.7088673,984.8905563,325.5755424,995.6981277,296.048187,992.8365326,455.2666998,1019.746857,401.8260241,1036.154366,370.7689726,1051.597137,344.7475326,Five - 5
1304.578743,894.5400524,1257.923012,851.1473608,1239.51519,793.8851166,1226.862717,742.9085112,1202.536812,715.672996,1311.160812,765.7423282,1302.036781,696.6417575,1297.744675,656.4926934,1296.791267,624.2720675,1349.853745,767.7429128,1344.612465,692.3344946,1342.224541,647.7770376,1343.489914,613.7838364,1376.692085,779.6976256,1392.581635,713.634882,1404.910126,671.7357731,1414.517326,639.1639924,1391.49559,795.2552319,1415.073853,751.8023515,1429.067917,724.1825938,1440.614204,699.4393444,Five - 5
1449.910698,901.2772679,1405.84259,857.7300167,1385.681305,801.8733573,1366.348228,750.0542378,1340.198593,720.776875,1460.181427,777.5416446,1448.976288,706.3864803,1441.161804,664.3494201,1437.793579,628.497448,1498.074188,777.9901958,1488.870506,703.3039141,1483.161392,659.0792012,1482.018242,623.3159995,1521.4888,789.5622754,1535.735092,723.9227843,1546.791458,682.3215938,1554.819145,648.6846972,1532.147369,804.6268487,1554.929352,765.3022099,1568.445625,737.6626897,1579.28215,712.0762825,Five - 5
